product_id,mer_id,store_name,store_info,keyword,bar_code,brand_id,is_show,status,is_del,mer_status,cate_id,unit_name,sort,rank,sales,price,cost,ot_price,stock,is_hot,is_benefit,is_best,is_new,is_good,product_type,ficti,browse,code_path,video_link,temp_id,spec_type,extension_type,refusal,rate,reply_count,give_coupon_ids,is_gift_bag,create_time,care_count,is_used,old_product_id,image,slider_image,third_id,third_type,third_product_id,qualification,live_angle,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10,type11,type12,type13,type14
2,2,任阿三金丝皇菊花茶2罐4罐一件代发菊花茶,任阿三金丝皇菊花茶2罐4罐一件代发菊花茶,,,1,1,1,0,1,3,件,0,0,55,13.5,10.5,18.5,200,0,0,0,0,0,0,55,0,,,2,1,0,NULL,5,0,,0,2022/4/18 20:25,0,1,0,https://xzwl1688-hwd.oss-cn-hangzhou.aliyuncs.com/c507d87952bce433f93863f236796331.jpg,"https://cbu01.alicdn.com/img/ibank/2020/957/967/13666769759_1525193136.jpg,https://cbu01.alicdn.com/img/ibank/2020/366/277/13666772663_1525193136.jpg,https://cbu01.alicdn.com/img/ibank/2020/016/097/13666790610_1525193136.jpg,https://cbu01.alicdn.com/img/ibank/2020/904/319/13620913409_1525193136.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01hsSqKu1Bs2k5wRy6y_!!0-0-cib.jpg",0,,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
